ITEM: TIMESTEP
26000
ITEM: NUMBER OF ATOMS
2835
ITEM: BOX BOUNDS pp pp pp
-3.0039611703393021e+00 7.8003961170339295e+01
-3.0039611703393021e+00 7.8003961170339295e+01
-3.0039611703393021e+00 7.8003961170339295e+01
ITEM: ATOMS id type x y z q
1090 1 56.1644 23.7616 46.6653 0.105319
1192 1 54.4005 24.3883 49.1399 0.176145
1191 1 54.2182 22.9614 48.2007 0.109397
1190 2 54.5156 24.0093 48.1461 -0.257494
1198 1 56.8893 23.793 49.6839 0.145644
1203 2 59.2174 22.6573 48.9563 -0.212289
1200 2 58.3412 23.5756 48.0237 -0.120602
1197 2 56.913 23.4004 48.6885 -0.151478
1097 1 58.4024 23.2276 46.9766 0.117614
1194 2 56.0055 24.16 47.6586 -0.100504
1199 1 56.5794 22.3763 48.7582 0.0973547
1205 1 59.4497 23.1954 49.8984 0.110849
1206 1 58.6758 21.7429 49.2378 0.0859884
1204 1 60.1464 22.3103 48.4884 0.0969537
2435 1 74.5463 21.0254 45.6746 0.0859589
2223 2 74.0166 20.3958 46.3863 -0.199228
2224 1 74.6444 19.4643 46.4955 0.0810251
1912 2 72.556 20.113 45.9088 -0.10159
2436 1 74.0585 20.8968 47.3572 0.0877394
1914 1 71.9873 21.0286 45.8558 0.0770592
1913 1 72.03 19.491 46.6078 0.072471
1915 2 72.6356 19.4167 44.4544 -0.0923775
2232 1 73.186 18.4693 44.5826 0.0721804
1313 1 15.4531 28.5728 49.0919 0.088596
1315 1 15.6495 30.0551 48.2657 0.0856985
1317 1 15.8352 28.2097 46.5687 0.137021
1326 1 18.7866 24.198 45.9629 0.122931
1324 1 17.4392 26.4267 45.4755 0.133158
1323 1 18.946 26.8412 46.189 0.0687493
1322 2 17.9873 26.3096 46.4033 -0.0975367
1328 1 17.2727 24.2131 46.7876 0.194594
1325 2 18.1955 24.7759 46.6985 -0.294779
1327 1 18.7394 24.6489 47.6518 0.186758
1318 1 17.4356 28.8838 46.7093 0.0901316
1319 2 17.2081 26.8891 47.6595 -0.122443
1321 1 16.3924 26.1855 47.9648 0.0929527
1316 2 16.6886 28.326 47.2454 -0.127424
1320 1 17.9107 26.9268 48.529 0.103447
1314 1 17.0514 29.3997 49.1117 0.0895005
1312 2 16.1729 29.137 48.5057 -0.21042
1359 3 20.4467 25.0305 49.9768 -0.156502
1358 3 20.5402 25.59 48.8818 -0.312369
1230 1 21.5037 25.89 49.2463 0.332751
296 3 27.7337 26.4731 46.1427 -0.35846
273 1 26.784 26.5124 46.15 0.327084
474 1 35.8073 24.5706 49.6384 0.115851
472 2 35.3749 24.0144 50.4299 -0.256786
2185 1 44.0658 27.0474 49.1559 0.107758
2179 2 41.8861 26.7445 49.3301 -0.119892
2180 1 41.1287 26.14 48.8192 0.0749103
1236 1 41.6162 27.7077 49.7369 0.0815486
2182 2 43.3312 26.2617 49.4265 -0.231127
2184 1 43.4963 25.3752 48.7888 0.117457
2183 1 43.6186 26.0015 50.4544 0.151054
1196 1 56.3459 25.1929 47.593 0.0873859
1201 1 58.6944 24.5812 48.0227 0.101158
1246 3 58.7968 25.0891 45.2436 -0.152668
1245 3 57.5845 25.464 45.1247 -0.157675
1181 1 58.2744 30.2049 46.2708 0.111035
2434 1 56.8516 28.1848 46.9531 0.179211
2331 1 56.9711 27.6012 48.6327 0.151691
2125 2 59.1339 29.7073 46.7306 -0.1021
2122 2 58.648 28.9917 48.0554 -0.152335
2433 2 57.5646 27.9064 47.6994 -0.255363
2203 3 54.8007 29.2825 49.128 -0.244537
2123 1 58.2093 29.6235 48.7818 0.146534
2202 3 54.3889 28.0502 48.9028 -0.161642
1371 1 54.1912 29.795 48.2339 0.295578
2330 1 58.1002 27.0034 47.2952 0.112081
1557 3 55.7029 30.1501 45.7022 -0.148289
1184 1 59.0966 27.9721 45.3777 0.133808
1186 2 60.288 29.6264 44.509 -0.291059
2442 1 59.8439 30.5061 46.899 0.0365681
1189 1 61.2417 30.094 44.7864 0.163693
2124 1 59.4633 28.5592 48.6078 0.147179
2128 2 59.7843 28.7087 45.6883 -0.123356
1143 3 60.8845 27.0589 49.8768 -0.151181
1142 3 61.4418 28.2045 49.8249 -0.160681
2130 1 60.6024 28.1419 46.1854 0.106105
2737 1 67.3725 29.1793 47.3066 0.372393
2824 3 67.0222 29.8089 47.8821 -0.322533
2300 3 2.41823 34.9964 45.7533 -0.163904
2299 3 2.2199 36.3978 45.6373 -0.280812
1182 1 3.22111 36.5821 45.4565 0.278502
2290 1 2.37274 36.502 48.174 0.224255
2288 1 3.16075 35.4176 49.3528 0.106993
2287 2 3.23036 36.4271 48.8506 -0.266329
2284 2 4.54408 36.5886 48.0089 -0.0766281
1341 1 4.54234 35.9044 47.1665 0.0707164
2285 1 5.38346 36.2948 48.623 0.0574136
2289 1 3.09352 37.1758 49.6117 0.11238
1432 1 24.2102 31.687 50.935 0.118549
1431 1 23.9777 33.3083 50.2884 0.0915246
1430 2 24.427 32.7051 51.1161 -0.235141
1428 1 26.4187 33.0775 50.2438 0.0975732
2454 2 33.3603 35.496 50.1077 -0.15859
2404 3 29.591 34.7564 50.7837 -0.166886
2350 1 32.7689 34.7622 49.6266 0.136338
2450 2 34.8416 35.2517 50.4601 -0.216747
2451 1 34.9473 34.4294 51.136 0.120554
1462 3 35.526 33.9802 44.8059 -0.0978832
2452 1 35.3607 35.0387 49.5281 0.11139
2509 3 52.5409 35.661 44.453 -0.173667
2510 3 52.1267 36.2037 45.5236 -0.164211
2495 1 54.1921 37.5703 48.1024 0.070077
1556 3 54.6999 30.9295 45.8078 -0.139979
2491 2 55.3757 35.8657 47.3621 -0.119945
2494 2 55.0982 37.415 47.509 -0.088811
2234 1 73.3066 37.0559 76.9525 0.0667521
1539 2 54.1788 33.8361 48.5264 -0.25168
1542 1 53.2908 34.0595 47.9388 0.128296
2493 1 54.7863 35.4265 46.5462 0.117144
1540 1 54.7196 33.0146 48.0579 0.153169
2492 1 56.4176 35.7005 47.0838 0.0537971
1503 1 58.2582 34.9502 45.8668 0.0681371
1470 3 57.7924 32.2093 49.4692 -0.16809
1544 1 54.5588 35.807 49.3588 0.0749168
1543 2 55.0822 35.1272 48.7095 -0.101371
1502 1 58.2721 33.7681 44.6391 0.16049
1501 2 58.9206 34.2367 45.3682 -0.244248
1541 1 53.8177 33.4862 49.5037 0.111358
1499 1 58.8044 32.5352 46.8434 0.076476
1545 1 56.0318 34.8746 49.1937 0.1096
2443 2 59.5298 33.1567 46.3255 -0.0913787
1469 3 58.0955 32.2434 50.6934 -0.132446
1504 1 59.6812 34.8154 44.8821 0.14117
2445 1 60.1567 32.4795 45.7544 0.0920573
2503 3 62.1719 33.3902 44.9522 -0.170947
2440 2 60.3498 33.9987 47.3998 -0.120714
2757 1 61.1541 34.5539 46.926 0.111144
2438 1 60.1028 32.1579 48.6703 0.102997
2437 2 60.8588 32.921 48.4086 -0.110368
2504 3 63.3571 33.405 44.5463 -0.103376
1496 1 59.6974 34.7184 47.9186 0.0812875
2748 2 62.1929 32.3459 47.8056 -0.254578
2749 1 62.6393 31.5509 48.4578 0.112156
2439 1 61.1314 33.3749 49.3451 0.0869979
2645 1 62.0877 31.8854 46.794 0.140613
2646 1 62.9334 33.1186 47.749 0.147118
2825 3 67.7201 30.8396 47.6471 -0.121624
1272 1 24.0811 -2.05597 53.8224 0.0413831
2630 2 23.7849 3.93096 55.5037 -0.129089
2631 1 22.9568 4.13499 54.8435 0.119553
2632 1 23.862 2.91562 55.8881 0.0828417
1149 3 31.7887 3.15943 52.7361 -0.130201
1148 3 31.4997 3.57353 51.5685 -0.14953
1059 1 36.8581 -0.556975 52.4854 0.0990343
1056 1 35.8274 -2.88257 52.3773 0.0594382
1060 1 36.6852 -1.22011 54.0749 0.10508
1055 2 36.9191 -2.76882 52.4861 -0.085505
1058 2 37.2393 -1.37039 53.1569 -0.132209
1067 1 38.9348 0.16728 55.046 0.176046
1064 2 39.1318 0.122906 53.9747 -0.282002
1061 2 38.7895 -1.30831 53.4142 -0.0746692
1063 1 39.117 -2.09508 54.0848 0.0532371
1062 1 39.3384 -1.48921 52.4981 0.0795187
1050 3 37.6911 2.41626 55.3152 -0.172419
1049 3 36.9817 1.35006 55.324 -0.16425
1066 1 38.486 0.850504 53.46 0.202803
1114 1 36.7887 3.21654 53.4441 0.156519
1065 1 40.2139 0.378523 53.8532 0.128844
1968 1 0.912756 4.58658 54.4988 0.0701299
1975 1 -1.49881 4.99545 53.6499 0.0874675
1026 1 0.361868 6.90944 53.5939 0.121349
1970 1 0.701613 6.42059 51.9698 0.107277
1969 2 0.293739 6.06061 52.8959 -0.11415
1973 1 -1.88451 6.3423 52.5618 0.12868
1972 2 -1.1828 5.54388 52.7358 -0.213168
1966 2 1.14515 4.84996 53.4679 -0.112532
1974 1 -1.30115 4.84343 51.9482 0.0811668
1967 1 0.945785 3.94116 52.8817 0.0666086
1032 3 -1.30597 9.25541 55.3184 -0.263806
1031 3 -1.9571 8.65729 54.2929 -0.141634
1016 1 -1.13762 10.3623 55.4065 0.258457
1018 2 2.60297 5.29139 53.2874 -0.0319455
1015 1 2.36225 6.90542 54.6321 0.0909506
1014 2 3.0295 6.33316 54.0166 -0.148062
1020 1 3.2932 4.79615 52.6248 0.0658493
1017 1 4.04776 6.6952 53.9796 0.0938142
1979 3 18.5435 9.15667 54.4473 -0.088026
1978 3 18.0592 8.30107 55.2796 -0.0914833
2629 1 24.5623 5.8871 55.4649 0.107788
2626 2 24.6335 4.91564 55.881 -0.13109
2628 1 25.4631 4.71786 56.528 0.0816564
985 1 31.307 8.22146 51.3315 0.0893555
1088 1 31.2598 6.06682 52.6321 0.13289
1085 2 30.3563 6.33533 52.0737 -0.250209
1087 1 29.8773 5.4454 51.6781 0.166247
1086 1 29.6484 6.80582 52.7321 0.0936434
1113 1 37.6983 4.63979 53.0344 0.0886239
1110 1 35.4471 5.6215 52.1786 0.0750532
1111 1 34.639 4.12223 52.4559 0.115996
1109 2 35.611 4.55922 52.2057 -0.124048
1117 1 36.0606 6.06773 54.5005 0.0697053
1118 1 35.2149 4.58679 54.9398 0.116846
1115 2 36.1888 4.98552 54.614 -0.21787
1112 2 36.6918 4.27868 53.3016 -0.123387
1116 1 36.889 4.85421 55.4339 0.139173
2734 1 76.8149 5.93842 55.7725 -0.00682325
2733 1 77.2015 6.65934 55.9352 0.0792682
1989 3 3.05325 9.97996 51.0263 -0.174345
1905 1 5.17618 11.0373 56.2178 0.128423
1892 1 3.84051 15.6788 52.4915 0.0803517
1900 1 3.67888 13.2216 53.5836 0.0783544
1907 1 3.70224 11.3775 55.2626 0.0827422
1899 1 4.50963 14.4025 54.56 0.074756
1906 1 4.27457 12.5018 56.4734 0.128466
1891 2 4.92774 15.5503 52.2672 -0.190861
1893 1 5.42469 16.3131 52.8889 0.0751282
1894 1 5.08239 15.8789 51.2156 0.0845843
1896 1 5.2873 13.4509 51.7373 0.0923391
1897 1 6.51641 14.1077 52.7509 0.0609207
1895 2 5.42777 14.1027 52.5855 -0.0993044
1902 1 6.39733 12.9301 55.0883 0.114258
1898 2 4.66807 13.5908 53.8783 -0.113174
1903 1 5.86612 11.7292 53.8656 0.0812615
1901 2 5.51865 12.4843 54.5913 -0.104313
1904 2 4.61489 11.8138 55.701 -0.228033
1125 1 25.8173 16.5684 50.6875 0.0767519
1123 2 25.618 16.6756 51.7491 -0.0954549
2071 2 26.5838 15.6911 52.5247 -0.133084
2073 1 26.0598 14.9431 53.0923 0.0677556
1124 1 24.578 16.4283 51.8502 0.0709726
2072 1 27.1909 16.2341 53.2286 0.104544
2074 2 27.5137 15.0647 51.4172 -0.0964298
2078 1 29.5965 14.2129 51.438 0.162606
2079 1 29.4153 15.6767 52.3994 0.18726
2077 2 28.893 14.7422 52.0886 -0.286036
2080 1 28.7448 14.1665 52.9902 0.137649
1141 3 30.6814 16.148 54.1024 -0.136306
2084 3 48.9139 12.4885 55.8119 -0.0887659
2083 3 49.0878 12.7337 54.5962 -0.0887659
1037 3 11.6794 19.8806 56.3078 -0.133811
1038 3 11.373 19.7622 57.5673 -0.126662
2662 1 11.7776 17.8611 56.4055 0.123283
2660 2 10.9522 18.2309 57.0419 -0.0835127
2661 1 10.0084 18.1551 56.5042 0.102151
1122 1 25.3622 18.8417 51.442 0.144007
1119 2 25.844 18.1704 52.1535 -0.246873
1120 1 25.4063 18.4211 53.1047 0.103386
1140 3 29.9442 17.1641 54.2554 -0.132991
1255 3 55.2095 23.2508 51.1163 -0.16129
1256 3 55.4007 22.6595 52.2194 -0.100821
395 1 0.752967 28.5378 55.1684 0.024989
2286 1 0.0189997 28.3848 55.5442 0.0250298
1571 3 23.3017 29.3481 52.6249 -0.18407
1419 1 28.9424 30.2088 52.0014 0.0842059
1417 2 28.7587 30.8164 52.8903 -0.231246
1420 1 29.7385 30.9765 53.3818 0.102207
1418 1 28.1404 30.2744 53.5826 0.141681
2194 3 45.6989 24.4999 51.8641 -0.114755
2195 3 46.8092 24.4633 51.2226 -0.100677
2104 1 60.5087 30.4507 51.5909 0.16543
2102 1 60.0882 28.8119 52.3881 0.1726
2103 1 59.9185 30.4435 53.3317 0.141854
2101 2 60.0629 29.9172 52.4001 -0.290904
1426 1 26.0207 31.7426 53.0057 0.138233
1463 3 27.4563 31.3176 56.3227 -0.124087
1464 3 26.2657 31.8117 56.3195 -0.101221
1425 1 26.5554 30.9601 51.5439 0.0768245
1424 2 26.6089 31.8964 52.1055 -0.123167
1433 1 23.8949 32.941 52.0423 0.13546
1427 2 25.9654 33.0362 51.2423 -0.128591
1429 1 26.0792 34.029 51.6535 0.158224
1455 3 25.8526 36.6005 53.0222 -0.159855
1456 3 25.5098 36.326 54.2101 -0.145099
2456 1 32.8456 36.4083 50.3491 0.197767
2405 3 28.3766 35.0893 51.0668 -0.179391
2388 1 28.9538 37.3808 51.1085 0.170068
1421 2 28.0931 32.198 52.5213 -0.129902
1423 1 28.6637 32.6908 51.7036 0.137648
1422 1 28.1265 32.8973 53.3814 0.126833
1452 3 33.0291 35.9123 54.0608 -0.142873
1451 3 33.8383 36.6602 53.4333 -0.153853
2395 1 30.0216 36.1675 53.0553 0.175517
2393 1 30.2663 37.026 54.6103 0.129108
2392 2 29.6502 36.9835 53.6697 -0.261791
2394 1 28.6315 36.6729 53.9674 0.148879
2453 1 35.3357 36.139 50.8983 0.133452
2025 1 38.1956 32.5181 56.1727 0.0495442
2212 1 71.0218 37.3523 55.3647 0.0877309
1616 1 -0.542227 2.74807 61.0653 0.0688635
1825 1 -0.743878 1.06108 61.3925 0.0703955
1614 2 -0.488691 1.75496 60.5538 -0.0759406
1617 2 -1.4559 1.47499 59.3614 -0.14571
1613 1 1.99216 0.765207 61.2629 0.0246404
1611 1 1.16846 0.744693 59.5226 0.0879807
1610 2 0.990306 1.60157 60.1472 -0.163804
1619 1 -1.23286 0.767666 58.5579 0.086352
1618 1 -2.50052 1.71207 59.384 0.08661
1588 1 2.14865 1.81979 61.377 0.0299755
1612 1 1.40422 2.45193 59.6149 0.0829009
2621 3 9.08918 0.376084 58.1346 -0.0896895
2620 3 9.90391 1.32268 58.2015 -0.0883668
2007 1 31.3339 8.61159 60.4003 0.0606925
2004 1 31.8329 7.48711 62.8174 0.0687136
2006 2 30.8712 8.88764 61.3088 -0.0957551
2003 2 31.8294 8.54626 62.5247 -0.141451
2008 1 30.7126 9.9328 61.2226 0.100494
2002 1 33.6883 8.41695 61.3595 0.055159
2010 1 28.8895 8.27567 60.4544 0.0817104
2000 2 33.2867 9.03541 62.1419 -0.0852807
2009 2 29.4959 8.0897 61.3748 -0.218422
2001 1 33.302 10.063 61.734 0.0736628
2011 1 29.676 7.03119 61.4529 0.0869088
2005 1 31.5119 9.09571 63.4067 0.152437
2012 1 28.8914 8.34244 62.2167 0.127617
1997 1 33.8738 9.61249 64.1941 0.137942
1136 3 29.9151 10.5181 64.6357 -0.128266
1998 1 34.203 7.93927 63.8338 0.0992539
1996 2 34.1962 8.93629 63.4205 -0.250867
1999 1 35.2291 9.22494 63.141 0.129056
1041 3 7.75652 13.0264 58.2667 -0.10648
1042 3 6.47107 12.8759 57.9561 -0.136905
1137 3 30.6652 11.4528 64.2524 -0.121458
2189 3 58.6592 17.464 61.8867 -0.0890811
2663 1 10.8762 17.463 57.8474 0.0838999
2188 3 57.9317 17.7252 62.8937 -0.0890811
935 3 46.1879 25.0699 64.3583 -0.118512
2520 3 69.8744 27.3109 62.9336 -0.137364
2423 2 71.1899 27.788 60.2519 -0.0250821
2431 1 69.5419 28.5899 59.01 0.0946148
2519 3 70.3968 26.2859 63.4838 -0.111982
2429 2 69.6758 27.9004 59.8758 -0.240009
2432 1 69.2501 26.8538 59.7246 0.111512
2430 1 69.1752 28.3296 60.7087 0.163653
2425 1 71.6253 26.8962 60.3718 0.108565
2426 2 71.8424 28.9526 60.3178 -0.0697208
2428 1 72.7163 29.5655 60.3893 0.0886849
2216 2 13.2697 36.4699 61.7382 -0.0771557
2213 2 11.9598 36.5242 61.0071 -0.149199
2214 1 11.1383 37.0625 61.444 0.0869534
2219 2 13.0424 37.288 63.1046 -0.22633
2222 1 12.2008 36.8745 63.6751 0.0934864
2215 1 11.7713 35.9455 60.114 0.0914716
2218 1 13.5463 35.4084 61.8962 0.0656333
2217 1 14.0965 36.8998 61.1737 0.0717592
2160 1 2.27261 -1.20102 71.5596 0.0414612
2161 1 1.74929 -1.58983 71.0232 0.0192201
1977 3 16.3343 2.22996 69.7809 -0.132445
1976 3 17.2675 2.28879 70.6243 -0.167499
2050 1 32.6544 -0.0287182 70.2856 0.188303
2092 3 31.7241 -1.95243 69.4282 -0.123139
2091 3 32.1648 -2.42882 70.4866 -0.125791
2197 3 60.9128 -0.195735 69.607 -0.116245
2159 2 63.0348 3.08546 68.1756 0.060228
2162 2 62.3178 2.00373 67.9296 -0.21184
2164 1 62.7887 1.03376 67.7823 0.154992
2163 1 61.279 2.08915 67.7933 0.179134
2196 3 59.9979 0.679267 69.4492 -0.130041
2039 1 11.6034 10.2307 68.0099 0.0970952
2036 1 14.1564 9.22325 68.6387 0.127133
2034 2 13.7781 10.236 68.5643 -0.108281
2046 1 9.81481 9.23808 69.2159 0.0874555
2037 2 12.2382 10.2694 68.9074 -0.142405
1937 1 12.1098 8.03769 69.09 0.0679698
2040 2 11.961 8.92184 69.6802 -0.110009
2043 2 10.4671 9.16592 70.0828 -0.223664
2041 1 12.6338 8.85897 70.5558 0.12661
2044 1 10.0545 8.30252 70.6498 0.127731
1956 1 18.9286 4.07391 68.3493 0.133436
1954 1 18.3927 4.17713 70.7898 0.130843
1958 1 20.3152 4.6333 69.2494 0.0789098
1955 2 19.2784 4.89211 68.9562 -0.217154
1953 1 17.3333 5.28014 70.0118 0.132706
1957 1 19.3603 5.78647 68.349 0.105745
1952 2 18.3979 5.08589 70.2424 -0.12927
1949 2 19.0658 6.26918 71.021 -0.102323
1950 1 19.1973 7.16244 70.3584 0.104219
1986 3 16.6728 8.52063 70.0261 -0.159124
1987 3 16.5084 8.98794 68.8603 -0.154944
2398 3 38.6788 10.2642 65.4518 -0.0961251
2156 2 63.7306 4.195 68.4379 -0.185283
2157 1 63.5429 4.77351 69.3481 0.118791
2158 1 64.4719 4.54766 67.7189 0.100035
1930 1 13.9295 10.5147 67.5302 0.0904855
2096 3 10.0802 13.6664 68.249 -0.0980036
2038 1 11.9352 11.1871 69.4508 0.144298
2095 3 11.0991 13.0571 68.7151 -0.155475
2032 1 14.148 12.22 69.5635 0.108643
2030 2 14.6045 11.2155 69.5022 -0.243263
2033 1 14.5813 10.8159 70.5065 0.134622
2045 1 10.3257 10.0854 70.6631 0.127653
2031 1 15.6112 11.404 69.178 0.148797
2399 3 38.0012 11.0959 64.7776 -0.105409
2145 2 44.8949 13.1599 70.3061 -0.129277
2042 1 45.2364 12.4552 71.068 0.115757
2143 1 43.2449 14.2129 69.4879 0.120499
2142 2 43.6091 13.5342 70.226 -0.13342
2144 1 42.8692 13.1702 70.9465 0.109879
2146 1 45.619 13.5537 69.6475 0.116867
2098 3 18.0442 19.8629 69.4256 -0.0891763
2097 3 17.5354 20.6691 70.254 -0.0888583
2515 3 39.0452 17.013 70.9751 -0.0926199
2516 3 40.1719 17.3174 70.4442 -0.100402
2200 3 43.5469 23.3415 69.0576 -0.372371
2201 3 44.4896 22.2932 69.2978 -0.122187
1375 1 42.8011 23.1985 69.4265 0.413915
2682 1 47.0447 23.7164 65.2274 0.334896
934 3 47.3199 24.3188 64.3996 -0.27364
2424 1 67.9504 26.0962 66.4281 0.0184999
2418 1 68.3741 26.7692 66.1887 0.0762914
2377 1 35.5899 33.0256 70.7849 0.130261
2413 3 38.6761 36.8182 70.2807 -0.126109
2375 2 35.3713 33.3666 71.8046 -0.286105
2204 3 3.52983 -2.67691 77.0278 -0.0897555
2061 1 14.7747 -0.235264 74.8673 0.113959
2060 2 15.3623 0.320261 74.1255 -0.151768
2057 2 15.112 0.220079 72.8253 -0.148071
2058 1 14.3218 -0.409117 72.4042 0.0929342
2019 1 26.0943 37.0967 75.8845 0.137854
2063 1 16.0861 0.998634 74.5101 0.154426
2059 1 15.6648 0.826066 72.1062 0.16064
353 1 14.6744 3.6867 73.8567 0.388422
2053 1 32.1338 -0.660689 72.7547 0.118563
2049 1 34.049 0.616067 71.3238 0.119324
2048 1 32.7657 1.63976 70.7101 0.087105
2056 1 31.0995 2.24567 72.6723 0.0793008
2051 2 32.088 0.298301 72.3431 -0.0218249
2047 2 32.9952 0.633377 71.1368 -0.252217
2054 2 31.244 1.16404 72.9653 -0.142722
2055 1 30.6583 0.964379 73.8618 0.0910097
2718 3 35.7925 -2.08746 76.7912 -0.0810806
2717 3 36.9463 -2.55541 76.9691 -0.103927
2691 1 43.679 -1.89478 74.0753 0.126629
2679 1 41.6753 -2.21124 76.5193 0.106298
2690 2 43.8715 -2.8412 73.6125 -0.311929
2692 1 43.9773 -2.89559 72.551 0.132174
2677 2 41.8621 -2.48863 77.5998 -0.0938263
2153 1 58.2827 1.13424 73.4408 0.166824
2152 2 58.1934 1.71263 74.3324 -0.339758
2155 1 57.2991 1.60486 74.9762 0.159013
2154 1 58.8413 2.53892 74.4694 0.22931
2676 1 3.78479 7.43066 72.9378 0.0211445
2675 1 3.32933 7.65107 73.6022 0.0266956
1995 3 12.4554 8.44474 73.3816 -0.121621
1994 3 11.3907 7.82352 73.0989 -0.130334
1951 1 20.0897 5.98537 71.2991 0.0564493
1988 3 15.4731 3.65719 74.2299 -0.428403
1947 1 17.2522 6.88647 72.0417 0.126283
1943 1 18.0448 4.43818 72.6796 0.115716
1946 2 18.2519 6.62829 72.3325 -0.119596
1948 1 18.6049 7.53479 72.8108 0.0789887
1944 1 19.3415 5.1494 73.6143 0.0791831
1942 2 18.2823 5.35043 73.2539 -0.216867
1945 1 17.6342 5.45623 74.1719 0.138834
2199 3 58.2513 4.8452 75.4698 -0.153522
2165 2 58.7761 8.00898 75.109 -0.324537
2167 1 59.7685 7.96366 75.5148 0.186811
2168 1 58.0275 8.67247 75.5164 0.169717
2166 1 58.4998 7.26766 74.3753 0.186822
2198 3 59.3775 4.51667 75.9406 -0.133819
941 3 64.9273 8.17002 74.9705 -0.0922183
940 3 65.255 8.16934 73.7288 -0.0949387
94 3 71.2711 4.45832 77.2537 -0.0895636
1940 1 1.16858 17.1767 75.6705 0.0971814
1933 1 -0.651987 14.9404 74.1965 0.0788581
1936 1 -1.42707 16.4057 75.7225 0.0783591
1935 2 -0.936092 16.8545 74.8171 -0.0935809
1932 2 -0.480001 16.0015 74.0478 -0.129057
1934 1 0.0467745 16.2627 73.1402 0.0714057
2140 1 3.02906 16.547 72.9627 0.0630734
1927 1 5.36471 15.5015 73.1571 0.0954888
1925 2 5.20083 16.4977 73.378 -0.142625
1926 1 6.01739 17.0659 73.7578 0.0967814
1929 2 3.89465 17.2259 73.0314 -0.189032
2099 3 46.1012 15.0715 72.4811 -0.118177
2100 3 46.8461 15.9983 72.9147 -0.126795
2171 1 51.1256 12.2153 77.9111 0.0914043
2169 2 51.8972 11.4463 77.7345 -0.19965
2175 1 52.5988 11.9668 75.7136 0.0874516
2190 3 52.3376 16.7677 76.9557 -0.175737
2172 1 51.4397 10.5179 77.3567 0.0809022
288 1 52.5244 14.1154 77.242 0.120021
2191 3 51.1397 17.0801 77.1907 -0.149721
2186 3 56.8324 12.4698 75.5761 -0.152511
2173 2 52.9808 12.012 76.7501 -0.103436
2187 3 55.6099 12.3352 75.1844 -0.164836
2062 1 56.3788 14.6035 74.2187 0.464645
2087 3 55.6957 15.1585 74.2958 -0.396455
2088 3 55.9654 16.0678 75.2799 -0.168804
287 1 53.9468 13.921 76.2887 0.167815
286 2 53.4061 13.4898 77.1042 -0.158349
2174 1 53.8586 11.3518 76.7199 0.11401
294 1 55.6145 15.1055 77.8133 0.16434
440 1 53.5904 16.8351 74.3175 0.182125
1916 1 71.6633 12.7595 73.57 0.0771039
1919 1 72.7313 15.0789 73.3699 0.0984521
24 1 72.6444 13.5318 71.3398 0.0737038
25 2 72.7479 12.8035 73.4852 -0.113844
28 2 73.422 14.2234 73.3478 -0.125241
22 2 73.3162 13.2871 72.1639 -0.100474
23 1 74.2784 12.8353 71.8035 0.0731002
30 1 74.4047 14.3885 73.8 0.110083
342 1 73.3055 12.0093 74.0003 0.0761147
1938 2 0.341262 17.8047 75.2861 -0.243229
2147 1 -1.73887 17.4722 74.3211 0.131217
1939 1 0.0706795 18.5368 76.0051 0.136526
1941 1 0.770936 18.321 74.4178 0.130206
2193 3 1.53957 20.6355 75.8797 -0.144711
2192 3 1.36525 21.0745 74.6735 -0.146165
83 1 77.8768 22.8505 74.4486 0.0861448
79 2 -1.588 21.683 75.5691 -0.131957
1971 1 -0.934259 22.4888 75.934 0.116366
82 2 77.9034 22.1592 75.298 -0.2226
1963 2 -1.5866 20.6378 77.831 -0.154239
76 2 -1.61837 20.4646 76.4903 -0.00531518
78 1 -1.72364 19.4673 76.0748 0.0579145
80 1 -1.15541 21.4409 74.6159 0.129925
1928 1 3.63504 17.9517 73.8245 0.104748
1931 1 3.91652 17.7623 72.082 0.0958212
2066 1 44.9339 19.7842 75.3628 0.091036
2068 2 44.6908 19.5504 77.5605 -0.00743471
2064 2 44.3059 19.2469 76.0973 -0.246751
2067 1 44.3452 18.182 75.8978 0.125045
2065 1 43.2595 19.5833 76.0168 0.1064
2069 1 44.2554 20.4326 78.0184 0.0391179
2133 1 48.8116 17.9895 75.0373 0.119991
2132 1 47.9077 19.3987 74.4119 0.104582
1982 3 51.8726 22.0506 75.4968 -0.113904
1983 3 50.6033 22.0489 75.5203 -0.129539
2131 2 48.8886 19.0744 74.73 -0.232833
2134 1 49.1166 19.6552 75.6392 0.140132
552 1 51.539 18.899 75.1572 0.163958
232 2 52.415 18.3944 73.2171 -0.0827677
234 1 52.2421 17.7056 72.3945 0.0590903
235 2 51.2411 18.3888 74.259 -0.162502
2126 1 50.9402 17.3689 74.5533 0.12592
233 1 52.5435 19.3728 72.7726 0.0718761
238 2 50.0064 19.1425 73.6204 -0.0934607
2129 1 49.6993 18.6359 72.6645 0.0788264
240 1 50.2555 20.1906 73.3402 0.106613
544 1 53.803 18.4977 74.9322 0.153765
543 2 53.6796 17.9 74.0222 -0.27967
441 1 54.5975 17.9951 73.4635 0.135963
85 1 77.4611 22.7197 76.1277 0.0874039
84 1 77.2557 21.3305 75.049 0.140484
1991 3 76.6568 18.0963 73.4093 -0.123527
1990 3 76.6899 17.9541 74.6596 -0.140027
2260 1 7.06879 36.7425 71.8371 0.0975777
2263 1 9.081 37.3788 73.1704 0.100757
1993 3 15.0743 31.7972 75.2115 -0.10605
2301 3 11.2597 36.4862 75.7526 -0.16354
